Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-October-2024,929.95,948.20,925.25,939.15,941.153639927888464737,967945,35290,910984960.00,363980,37.60,22.95,9.20
8-October-2024,918.10,925.00,893.90,919.85,909.270593242535358826,1435568,72932,1305319767.00,562946,39.21,31.10,1.75
7-October-2024,940.40,944.20,915.20,928.10,929.158621817058969551,495493,19411,460391593.00,180345,36.40,29.00,-12.30
4-October-2024,933.85,949.20,920.00,930.70,933.851996044278559351,1567350,66171,1463672926.00,482416,30.78,29.20,-3.15
3-October-2024,937.00,950.30,925.00,926.00,935.119779797290690847,2260281,148558,2113633471.00,1265942,56.01,25.30,-11.00
1-October-2024,975.25,984.40,958.75,965.35,972.854629752710774296,684583,33042,665999741.00,305491,44.62,25.65,-9.90
30-September-2024,992.40,997.75,971.65,974.70,980.874148172280064442,448154,17859,439582673.00,184993,41.28,26.10,-17.70
27-September-2024,995.30,1000.00,989.00,992.40,994.261859485870746147,844029,29978,839185843.00,414915,49.16,11.00,-2.90
26-September-2024,970.90,995.00,966.25,993.20,983.767394997459311188,860003,23800,846042911.00,299359,34.81,28.75,22.30
25-September-2024,982.80,983.00,959.25,963.50,964.791841411032570095,473072,18568,456416006.00,203862,43.09,23.75,-19.30
24-September-2024,974.70,985.00,972.60,977.10,977.760301142553845294,429564,26191,420010626.00,149960,34.91,12.40,2.40
23-September-2024,977.25,979.00,966.15,971.70,972.561736367965452683,613188,39146,596363186.00,260868,42.54,12.85,-5.55
20-September-2024,969.95,977.50,950.05,971.20,967.962199079052233424,1264784,52607,1224263102.00,343407,27.15,27.45,1.25
19-September-2024,968.90,978.90,956.55,967.30,967.057994664273791260,829128,45274,801814861.00,329084,39.69,22.35,-1.60
18-September-2024,979.00,984.20,958.10,962.40,971.019961215327792132,713684,38172,693001410.00,332248,46.55,26.10,-16.60
17-September-2024,994.50,996.60,959.70,975.00,969.494864716959180243,5801725,50646,5624742594.00,2272368,39.17,36.90,-19.50
16-September-2024,997.00,999.80,984.25,988.15,990.417917506912538200,577212,32063,571681107.00,253613,43.94,15.55,-8.85
13-September-2024,996.35,1005.95,988.35,992.10,994.816077258402370213,635892,20566,632595585.00,172906,27.19,17.60,-4.25
12-September-2024,976.50,988.05,958.00,986.05,972.439890290470166810,1099631,30242,1069325049.00,278477,25.32,30.05,9.55
11-September-2024,998.05,1012.00,972.00,976.00,984.367286863652545389,1755625,60733,1728179818.00,679559,38.71,40.00,-22.05
